item_id,title,genres,tmdbId
855,Roman Holiday (1953),"['Comedy', 'Romance']",804
856,"Little Princess, The (1939)","[""Children's"", 'Drama']",26531
857,Meet Me in St. Louis (1944),['Musical'],909
858,"Wizard of Oz, The (1939)","['Adventure', ""Children's"", 'Drama', 'Musical']",630
859,Gone with the Wind (1939),"['Drama', 'Romance', 'War']",770
860,My Favorite Year (1982),['Comedy'],31044
861,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),['Film-Noir'],599
862,Citizen Kane (1941),['Drama'],15
863,2001: A Space Odyssey (1968),"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",62
864,Golden Earrings (1947),"['Adventure', 'Romance']",121357
865,All About Eve (1950),['Drama'],705
866,"Women, The (1939)",['Comedy'],22490
867,Rebecca (1940),"['Romance', 'Thriller']",223
868,Foreign Correspondent (1940),['Thriller'],25670
869,Notorious (1946),"['Film-Noir', 'Romance', 'Thriller']",303
870,Spellbound (1945),"['Mystery', 'Romance', 'Thriller']",4174
871,"Affair to Remember, An (1957)",['Romance'],8356
872,To Catch a Thief (1955),"['Comedy', 'Romance', 'Thriller']",381
873,Father of the Bride (1950),['Comedy'],20758
874,"Band Wagon, The (1953)","['Comedy', 'Musical']",29376
875,Ninotchka (1939),"['Comedy', 'Romance']",1859
876,Love in the Afternoon (1957),"['Comedy', 'Romance']",18299
877,Gigi (1958),['Musical'],17281
878,"Reluctant Debutante, The (1958)","['Comedy', 'Drama']",64382
879,"Adventures of Robin Hood, The (1938)","['Action', 'Adventure']",10907
880,"Mark of Zorro, The (1940)",['Adventure'],32093
881,Laura (1944),"['Crime', 'Film-Noir', 'Mystery']",1939
882,"Ghost and Mrs. Muir, The (1947)","['Drama', 'Romance']",22292
883,Lost Horizon (1937),['Drama'],3598
884,Top Hat (1935),"['Comedy', 'Musical', 'Romance']",3080
885,To Be or Not to Be (1942),"['Comedy', 'Drama', 'War']",198
886,My Man Godfrey (1936),['Comedy'],13562
887,Giant (1956),['Drama'],1712
888,East of Eden (1955),['Drama'],220
889,"Thin Man, The (1934)",['Mystery'],3529
890,His Girl Friday (1940),['Comedy'],3085
891,Around the World in 80 Days (1956),"['Adventure', 'Comedy']",2897
892,It's a Wonderful Life (1946),['Drama'],1585
893,Mr. Smith Goes to Washington (1939),['Drama'],3083
894,Bringing Up Baby (1938),['Comedy'],900
895,Penny Serenade (1941),"['Drama', 'Romance']",43795
896,"Scarlet Letter, The (1926)",['Drama'],85638
897,Lady of Burlesque (1943),"['Comedy', 'Mystery']",50001
898,Of Human Bondage (1934),['Drama'],43905
899,Angel on My Shoulder (1946),"['Crime', 'Drama']",22688
900,Little Lord Fauntleroy (1936),['Drama'],23114
901,They Made Me a Criminal (1939),"['Crime', 'Drama']",26378
902,"Inspector General, The (1949)",['Musical'],40206
903,Angel and the Badman (1947),['Western'],22356
904,"39 Steps, The (1935)",['Thriller'],260
905,"Walk in the Sun, A (1945)",['Drama'],43488
906,"Outlaw, The (1943)",['Western'],22613
907,Night of the Living Dead (1968),"['Horror', 'Sci-Fi']",10331
908,"African Queen, The (1951)","['Action', 'Adventure', 'Romance', 'War']",488
909,Beat the Devil (1954),"['Comedy', 'Drama']",22733
910,Cat on a Hot Tin Roof (1958),['Drama'],261
911,"Last Time I Saw Paris, The (1954)",['Drama'],57575
912,Meet John Doe (1941),['Drama'],32574
913,Algiers (1938),"['Drama', 'Romance']",22657
914,Something to Sing About (1937),"['Comedy', 'Musical']",76464
915,"Farewell to Arms, A (1932)","['Romance', 'War']",22649
916,Moonlight Murder (1936),['Mystery'],176841
917,"Blue Angel, The (Blaue Engel, Der) (1930)",['Drama'],
918,In the Line of Duty 2 (1987),['Action'],39448
919,Dangerous Ground (1997),['Drama'],52855
920,Picnic (1955),['Drama'],39940
921,"Pompatus of Love, The (1996)","['Comedy', 'Drama']",85328
922,Small Wonders (1996),['Documentary'],124632
923,Fly Away Home (1996),"['Adventure', ""Children's""]",11076
924,Bliss (1997),"['Drama', 'Romance']",63945
925,Grace of My Heart (1996),"['Comedy', 'Drama']",58985
926,Schlafes Bruder (Brother of Sleep) (1995),['Drama'],890
927,Maximum Risk (1996),"['Action', 'Adventure', 'Thriller']",10861
928,Michael Collins (1996),"['Drama', 'War']",1770
929,"Rich Man's Wife, The (1996)",['Thriller'],44465
930,Infinity (1996),['Drama'],2033
931,Big Night (1996),['Drama'],18203
932,Last Man Standing (1996),"['Action', 'Drama', 'Western']",9333
933,Caught (1996),"['Drama', 'Thriller']",47260
934,Set It Off (1996),"['Action', 'Crime']",9400
935,2 Days in the Valley (1996),['Crime'],9401
936,Curdled (1996),['Crime'],12241
937,Ed's Next Move (1996),['Comedy'],161806
938,Extreme Measures (1996),"['Drama', 'Thriller']",11306
939,"Glimmer Man, The (1996)","['Action', 'Thriller']",9625
940,D3: The Mighty Ducks (1996),"[""Children's"", 'Comedy']",10680
941,"Chamber, The (1996)",['Drama'],6346
942,"Apple Dumpling Gang, The (1975)","[""Children's"", 'Comedy', 'Western']",18660
943,"Davy Crockett, King of the Wild Frontier (1955)",['Western'],35115
944,Escape to Witch Mountain (1975),"['Adventure', ""Children's"", 'Fantasy']",14821
945,"Love Bug, The (1969)","[""Children's"", 'Comedy']",14136
946,Herbie Rides Again (1974),"['Adventure', ""Children's"", 'Comedy']",10869
947,Old Yeller (1957),"[""Children's"", 'Drama']",22660
948,"Parent Trap, The (1961)","[""Children's"", 'Drama']",19186
949,Pollyanna (1960),"[""Children's"", 'Comedy', 'Drama']",31102
950,Homeward Bound: The Incredible Journey (1993),"['Adventure', ""Children's""]",6878
951,"Shaggy Dog, The (1959)","[""Children's"", 'Comedy']",15944
952,Swiss Family Robinson (1960),"['Adventure', ""Children's""]",18444
953,That Darn Cat! (1965),"[""Children's"", 'Comedy', 'Mystery']",20723
954,"20,000 Leagues Under the Sea (1954)","['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']",173
955,Cool Runnings (1993),['Comedy'],864
956,Angels in the Outfield (1994),"[""Children's"", 'Comedy']",24795
957,Cinderella (1950),"['Animation', ""Children's"", 'Musical']",11224
958,Winnie the Pooh and the Blustery Day (1968),"['Animation', ""Children's""]",81310
959,"Three Caballeros, The (1945)","['Animation', ""Children's"", 'Musical']",15947
960,"Sword in the Stone, The (1963)","['Animation', ""Children's""]",9078
961,So Dear to My Heart (1949),"[""Children's"", 'Drama']",29682
962,Robin Hood: Prince of Thieves (1991),['Drama'],8367
963,Mary Poppins (1964),"[""Children's"", 'Comedy', 'Musical']",433
964,Dumbo (1941),"['Animation', ""Children's"", 'Musical']",11360
965,Pete's Dragon (1977),"['Adventure', 'Animation', ""Children's"", 'Musical']",11114
966,Bedknobs and Broomsticks (1971),"['Adventure', ""Children's"", 'Musical']",12335
967,Alice in Wonderland (1951),"['Animation', ""Children's"", 'Musical']",12092
968,"Fox and the Hound, The (1981)","['Animation', ""Children's""]",10948
969,Freeway (1996),['Crime'],11229
970,"Sound of Music, The (1965)",['Musical'],15121
971,Die Hard (1988),"['Action', 'Thriller']",562
972,"Lawnmower Man, The (1992)","['Action', 'Sci-Fi', 'Thriller']",10163
973,Unhook the Stars (1996),['Drama'],48862
974,Synthetic Pleasures (1995),['Documentary'],117036
975,"Secret Agent, The (1996)",['Drama'],47199
976,Secrets & Lies (1996),['Drama'],11159
977,That Thing You Do! (1996),['Comedy'],9591
978,To Gillian on Her 37th Birthday (1996),"['Drama', 'Romance']",30500
979,Surviving Picasso (1996),['Drama'],41843
980,Beautiful Thing (1996),"['Drama', 'Romance']",10938
981,"Long Kiss Goodnight, The (1996)","['Action', 'Thriller']",11412
982,"Ghost and the Darkness, The (1996)","['Action', 'Adventure']",10586
983,Looking for Richard (1996),"['Documentary', 'Drama']",42314
984,Trees Lounge (1996),['Drama'],27845
985,Normal Life (1996),"['Crime', 'Drama']",23223
986,Get on the Bus (1996),['Drama'],49471
987,Shadow Conspiracy (1997),['Thriller'],38153
988,Jude (1996),['Drama'],25147
989,Everyone Says I Love You (1996),"['Comedy', 'Musical', 'Romance']",9716
990,Bitter Sugar (Azucar Amargo) (1996),['Drama'],43777
991,William Shakespeare's Romeo and Juliet (1996),"['Drama', 'Romance']",454
992,Swingers (1996),"['Comedy', 'Drama']",10218
993,Sleepers (1996),"['Crime', 'Drama']",819
994,"Sunchaser, The (1996)",['Drama'],38191
995,Johns (1996),['Drama'],56830
996,Aladdin and the King of Thieves (1996),"['Animation', ""Children's"", 'Comedy']",11238
997,Shall We Dance? (1937),"['Comedy', 'Musical', 'Romance']",31530
998,"Damsel in Distress, A (1937)","['Comedy', 'Musical', 'Romance']",66473
999,Crossfire (1947),"['Crime', 'Film-Noir']",28120
1000,"Murder, My Sweet (1944)","['Film-Noir', 'Thriller']",1834
1001,Macao (1952),['Adventure'],26282
1002,For the Moment (1994),"['Romance', 'War']",37218
1003,Willy Wonka and the Chocolate Factory (1971),"['Adventure', ""Children's"", 'Comedy', 'Fantasy']",252
1004,"Innocents, The (1961)",['Thriller'],16372
1005,Sleeper (1973),"['Comedy', 'Sci-Fi']",11561
1006,Bananas (1971),"['Comedy', 'War']",11302
1007,"Fish Called Wanda, A (1988)",['Comedy'],623
1008,Monty Python's Life of Brian (1979),['Comedy'],583
1009,Victor/Victoria (1982),"['Comedy', 'Musical']",12614
1010,"Candidate, The (1972)",['Drama'],21711
1011,"Great Race, The (1965)","['Comedy', 'Musical']",11575
1012,Bonnie and Clyde (1967),"['Crime', 'Drama']",475
1013,"Old Man and the Sea, The (1958)","['Adventure', 'Drama']",11331
1014,Dial M for Murder (1954),"['Mystery', 'Thriller']",521
1015,Madame Butterfly (1995),['Musical'],21202
1016,Dirty Dancing (1987),"['Musical', 'Romance']",88
1017,Reservoir Dogs (1992),"['Crime', 'Thriller']",500
1018,Platoon (1986),"['Drama', 'War']",792
1019,Weekend at Bernie's (1989),['Comedy'],8491
1020,Basic Instinct (1992),"['Mystery', 'Thriller']",402
1021,"Doors, The (1991)","['Drama', 'Musical']",10537
1022,"Crying Game, The (1992)","['Drama', 'Romance', 'War']",11386
1023,Glengarry Glen Ross (1992),['Drama'],9504
1024,Sophie's Choice (1982),['Drama'],15764
1025,E.T. the Extra-Terrestrial (1982),"[""Children's"", 'Drama', 'Fantasy', 'Sci-Fi']",601
1026,"Search for One-eye Jimmy, The (1996)",['Comedy'],67365
1027,"Christmas Carol, A (1938)",['Drama'],25842
1028,Days of Thunder (1990),"['Action', 'Romance']",2119
1029,Top Gun (1986),"['Action', 'Romance']",744
1030,American Strays (1996),['Action'],136311
1031,Rebel Without a Cause (1955),['Drama'],221
1032,"Streetcar Named Desire, A (1951)",['Drama'],702
1033,Children of the Corn IV: The Gathering (1996),['Horror'],25750
1034,Loser (1991),['Comedy'],
1035,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),['Documentary'],9305
1036,Palookaville (1996),"['Action', 'Drama']",37616
1037,"Associate, The (1996)",['Comedy'],11112
1038,"Funeral, The (1996)",['Drama'],21612
1039,Sleepover (1995),"['Comedy', 'Drama']",141210
1040,"Single Girl, A (La Fille Seule) (1995)",['Drama'],102461
1041,"Eighth Day, The (Le Huitième jour ) (1996)",['Drama'],36998
1042,Tashunga (1995),"['Adventure', 'Western']",200383
1043,Drunks (1997),['Drama'],116844
1044,"People vs. Larry Flynt, The (1996)",['Drama'],1630
1045,Glory Daze (1996),['Drama'],26626
1046,"Perfect Candidate, A (1996)",['Documentary'],124837
1047,On Golden Pond (1981),['Drama'],11816
1048,"Return of the Pink Panther, The (1974)",['Comedy'],11843
1049,Drop Dead Fred (1991),"['Comedy', 'Fantasy']",10379
1050,"Abyss, The (1989)","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2756
1051,"Fog, The (1980)",['Horror'],790
1052,Escape from New York (1981),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1103
1053,"Howling, The (1980)",['Horror'],11298
1054,Jean de Florette (1986),['Drama'],4480
1055,Manon of the Spring (Manon des sources) (1986),['Drama'],4481
1056,Talking About Sex (1994),"['Comedy', 'Drama']",
1057,Johnny 100 Pesos (1993),"['Action', 'Drama']",49688
1058,Private Benjamin (1980),['Comedy'],10765
1059,Monty Python and the Holy Grail (1974),['Comedy'],762
1060,Dadetown (1995),['Documentary'],85588
1061,Everything Relative (1996),['Drama'],278621
1062,Get Over It (1996),['Drama'],
1063,"Line King: Al Hirschfeld, The (1996)",['Documentary'],124829
1064,Snowriders (1996),['Documentary'],79306
1065,When We Were Kings (1996),['Documentary'],10548
1066,"Wrong Trousers, The (1993)","['Animation', 'Comedy']",531
1067,JLG/JLG - autoportrait de décembre (1994),"['Documentary', 'Drama']",104931
1068,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",['Drama'],4483
1069,Faust (1994),"['Animation', 'Comedy', 'Thriller']",18919
1070,He Walked by Night (1948),"['Crime', 'Film-Noir', 'Thriller']",31556
1071,Raw Deal (1948),['Film-Noir'],26167
1072,T-Men (1947),['Film-Noir'],26174
1073,Six of a Kind (1934),['Comedy'],127973
1074,"Tin Drum, The (Blechtrommel, Die) (1979)",['Drama'],659
1075,"Ruling Class, The (1972)",['Comedy'],30892
1076,Mina Tannenbaum (1994),['Drama'],86369
1077,Two or Three Things I Know About Her (1966),['Drama'],8074
1078,"Bloody Child, The (1996)","['Drama', 'Thriller']",124676
1079,Dear God (1996),['Comedy'],38554
1080,Bad Moon (1996),['Horror'],49763
1081,American Dream (1990),['Documentary'],41326
1082,Best of the Best 3: No Turning Back (1995),['Action'],36555
1083,Bob Roberts (1992),['Comedy'],10608
1084,Cinema Paradiso (1988),"['Comedy', 'Drama', 'Romance']",11216
1085,"Cook the Thief His Wife & Her Lover, The (1989)",['Drama'],7452
1086,Grosse Fatigue (1994),['Comedy'],64567
1087,Delicatessen (1991),"['Comedy', 'Sci-Fi']",892
1088,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",['Drama'],1600
1089,Enchanted April (1991),['Drama'],26561
1090,Paths of Glory (1957),"['Drama', 'War']",975
1091,"Grifters, The (1990)","['Crime', 'Drama', 'Film-Noir']",18129
1092,Hear My Song (1991),['Comedy'],54405
1093,"Shooter, The (1995)",['Action'],150823
1094,"English Patient, The (1996)","['Drama', 'Romance', 'War']",409
1095,Mediterraneo (1991),"['Comedy', 'War']",38251
1096,My Left Foot (1989),['Drama'],10161
1097,"Sex, Lies, and Videotape (1989)",['Drama'],1412
1098,Passion Fish (1992),['Drama'],41768
1099,Strictly Ballroom (1992),"['Comedy', 'Romance']",10409
1100,"Thin Blue Line, The (1988)",['Documentary'],14285
1101,Tie Me Up! Tie Me Down! (1990),['Drama'],2469
1102,Madonna: Truth or Dare (1991),['Documentary'],10174
1103,Paris Is Burning (1990),['Documentary'],31225
1104,One Flew Over the Cuckoo's Nest (1975),['Drama'],510
1105,Up in Smoke (1978),['Comedy'],11455
1106,Star Wars: Episode V - The Empire Strikes Back (1980),"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'War']",1891
1107,"Princess Bride, The (1987)","['Action', 'Adventure', 'Comedy', 'Romance']",2493
1108,Raiders of the Lost Ark (1981),"['Action', 'Adventure']",85
1109,Brazil (1985),['Sci-Fi'],68
1110,Aliens (1986),"['Action', 'Sci-Fi', 'Thriller', 'War']",679
1111,"Good, The Bad and The Ugly, The (1966)","['Action', 'Western']",429
1112,Withnail and I (1987),['Comedy'],13446
1113,12 Angry Men (1957),['Drama'],389
1114,Lawrence of Arabia (1962),"['Adventure', 'War']",947
1115,"Transformers: The Movie, The (1986)","['Action', 'Animation', ""Children's"", 'Sci-Fi', 'Thriller', 'War']",
1116,"Clockwork Orange, A (1971)",['Sci-Fi'],185
1117,To Kill a Mockingbird (1962),['Drama'],595
1118,Apocalypse Now (1979),"['Drama', 'War']",28
1119,Once Upon a Time in the West (1969),['Western'],335
1120,Star Wars: Episode VI - Return of the Jedi (1983),"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'War']",1892
1121,Wings of Desire (Der Himmel über Berlin) (1987),"['Comedy', 'Drama', 'Romance']",144
1122,"Third Man, The (1949)","['Mystery', 'Thriller']",1092
1123,GoodFellas (1990),"['Crime', 'Drama']",769
1124,Alien (1979),"['Action', 'Horror', 'Sci-Fi', 'Thriller']",348
1125,Army of Darkness (1993),"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi']",766
1126,"Big Blue, The (Le Grand Bleu) (1988)","['Adventure', 'Romance']",175
1127,Ran (1985),"['Drama', 'War']",11645
1128,"Killer, The (Die xue shuang xiong) (1989)","['Action', 'Thriller']",10835
1129,Psycho (1960),"['Horror', 'Thriller']",539
1130,"Blues Brothers, The (1980)","['Action', 'Comedy', 'Musical']",525
1131,"Godfather: Part II, The (1974)","['Action', 'Crime', 'Drama']",240
1132,Full Metal Jacket (1987),"['Action', 'Drama', 'War']",600
1133,"Grand Day Out, A (1992)","['Animation', 'Comedy']",530
1134,Henry V (1989),"['Drama', 'War']",10705
1135,Amadeus (1984),['Drama'],279
1136,"Quiet Man, The (1952)","['Comedy', 'Romance']",3109
1137,Once Upon a Time in America (1984),"['Crime', 'Drama', 'Thriller']",311
1138,Raging Bull (1980),['Drama'],1578
1139,Annie Hall (1977),"['Comedy', 'Romance']",703
1140,"Right Stuff, The (1983)",['Drama'],9549
1141,Stalker (1979),"['Mystery', 'Sci-Fi']",1398
1142,"Boat, The (Das Boot) (1981)","['Action', 'Drama', 'War']",387
1143,"Sting, The (1973)","['Comedy', 'Crime']",9277
1144,Harold and Maude (1971),['Comedy'],343
1145,Trust (1990),"['Comedy', 'Drama']",37291
1146,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",['Drama'],490
1147,Local Hero (1983),['Comedy'],11235
1148,"Terminator, The (1984)","['Action', 'Sci-Fi', 'Thriller']",218
1149,Braindead (1992),"['Comedy', 'Horror']",763
1150,Glory (1989),"['Action', 'Drama', 'War']",9665
1151,Rosencrantz and Guildenstern Are Dead (1990),"['Comedy', 'Drama']",18971
1152,Manhattan (1979),"['Comedy', 'Drama', 'Romance']",696
1153,Miller's Crossing (1990),['Drama'],379
1154,Dead Poets Society (1989),['Drama'],207
1155,"Graduate, The (1967)","['Drama', 'Romance']",37247
1156,Touch of Evil (1958),"['Crime', 'Film-Noir', 'Thriller']",1480
1157,Nikita (La Femme Nikita) (1990),['Thriller'],9322
1158,"Bridge on the River Kwai, The (1957)","['Drama', 'War']",826
1159,8 1/2 (1963),['Drama'],422
1160,Chinatown (1974),"['Film-Noir', 'Mystery', 'Thriller']",829
1161,"Day the Earth Stood Still, The (1951)","['Drama', 'Sci-Fi']",828
1162,"Treasure of the Sierra Madre, The (1948)",['Adventure'],3090
1163,Bad Taste (1987),"['Comedy', 'Horror']",9964
1164,Duck Soup (1933),"['Comedy', 'War']",3063
1165,Better Off Dead... (1985),['Comedy'],13667
1166,"Shining, The (1980)",['Horror'],694
1167,Stand by Me (1986),"['Adventure', 'Comedy', 'Drama']",235
1168,M (1931),"['Crime', 'Film-Noir', 'Thriller']",832
1169,Evil Dead II (Dead By Dawn) (1987),"['Action', 'Adventure', 'Comedy', 'Horror']",765
1170,"Great Escape, The (1963)","['Adventure', 'War']",5925
1171,"Deer Hunter, The (1978)","['Drama', 'War']",11778
1172,Diva (1981),"['Action', 'Drama', 'Mystery', 'Romance', 'Thriller']",4485
1173,Groundhog Day (1993),"['Comedy', 'Romance']",137
1174,Unforgiven (1992),['Western'],33
1175,"Manchurian Candidate, The (1962)","['Film-Noir', 'Thriller']",982
1176,Pump Up the Volume (1990),['Drama'],8428
1177,Arsenic and Old Lace (1944),"['Comedy', 'Mystery', 'Thriller']",212
1178,Back to the Future (1985),"['Comedy', 'Sci-Fi']",105
1179,Fried Green Tomatoes (1991),['Drama'],1633
1180,Patton (1970),"['Drama', 'War']",11202
1181,Down by Law (1986),"['Comedy', 'Drama']",1554
1182,Akira (1988),"['Adventure', 'Animation', 'Sci-Fi', 'Thriller']",149
1183,Highlander (1986),"['Action', 'Adventure']",8009
1184,Cool Hand Luke (1967),"['Comedy', 'Drama']",903
1185,Cyrano de Bergerac (1990),"['Action', 'Drama', 'Romance']",11673
1186,Young Frankenstein (1974),"['Comedy', 'Horror']",3034
1187,Night on Earth (1991),"['Comedy', 'Drama']",339
1188,Raise the Red Lantern (1991),['Drama'],10404
1189,"Great Dictator, The (1940)",['Comedy'],914
1190,Fantasia (1940),"['Animation', ""Children's"", 'Musical']",756
1191,High Noon (1952),['Western'],288
1192,"Big Sleep, The (1946)","['Film-Noir', 'Mystery']",910
1193,Heathers (1989),['Comedy'],2640
1194,Somewhere in Time (1980),"['Drama', 'Romance']",16633
1195,Ben-Hur (1959),"['Action', 'Adventure', 'Drama']",665
1196,This Is Spinal Tap (1984),"['Comedy', 'Drama', 'Musical']",11031
1197,Koyaanisqatsi (1983),"['Documentary', 'War']",11314
1198,Some Kind of Wonderful (1987),"['Drama', 'Romance']",15143
1199,Indiana Jones and the Last Crusade (1989),"['Action', 'Adventure']",89
1200,Being There (1979),['Comedy'],10322
1201,Gandhi (1982),['Drama'],783
1202,M*A*S*H (1970),"['Comedy', 'War']",
1203,"Unbearable Lightness of Being, The (1988)",['Drama'],10644
1204,"Room with a View, A (1986)","['Drama', 'Romance']",11257
1205,Real Genius (1985),['Comedy'],14370
1206,Pink Floyd - The Wall (1982),"['Drama', 'Musical', 'War']",12104
1207,"Killing Fields, The (1984)","['Drama', 'War']",625
1208,My Life as a Dog (Mitt liv som hund) (1985),['Drama'],8816
1209,Forbidden Planet (1956),['Sci-Fi'],830
1210,Field of Dreams (1989),['Drama'],2323
1211,"Man Who Would Be King, The (1975)",['Adventure'],983
1212,Butch Cassidy and the Sundance Kid (1969),"['Action', 'Comedy', 'Western']",642
1213,"Paris, Texas (1984)",['Drama'],655
1214,Until the End of the World (Bis ans Ende der Welt) (1991),"['Drama', 'Sci-Fi']",10341
1215,When Harry Met Sally... (1989),"['Comedy', 'Romance']",639
1216,Hype! (1996),['Documentary'],30180
1217,Santa with Muscles (1996),['Comedy'],31388
1218,Female Perversions (1996),['Drama'],41801
1219,Mad Dog Time (1996),['Crime'],66034
1220,Paris Was a Woman (1995),['Documentary'],96288
1221,Anna (1996),['Drama'],
1222,I'm Not Rappaport (1996),['Comedy'],61536
1223,Alien³ (1992),"['Action', 'Horror', 'Sci-Fi', 'Thriller']",8077
1224,"American Werewolf in London, An (1981)",['Horror'],814
1225,Amityville 1992: It's About Time (1992),['Horror'],41671
1226,Amityville 3-D (1983),['Horror'],27214
1227,Amityville: Dollhouse (1996),['Horror'],52263
1228,Amityville: A New Generation (1993),['Horror'],33519
1229,Amityville II: The Possession (1982),['Horror'],16235
1230,"Amityville Horror, The (1979)",['Horror'],11449
1231,"Amityville Curse, The (1990)",['Horror'],41848
1232,Blood For Dracula (Andy Warhol's Dracula) (1974),['Horror'],25944
1233,April Fool's Day (1986),"['Comedy', 'Horror']",24913
1234,Audrey Rose (1977),['Horror'],49126
1235,"Believers, The (1987)","['Horror', 'Thriller']",32076
1236,"Birds, The (1963)",['Horror'],571
1237,"Blob, The (1958)","['Horror', 'Sci-Fi']",8851
1238,Blood Beach (1981),"['Action', 'Horror']",37843
1239,Body Parts (1991),['Horror'],32146
1240,"Body Snatcher, The (1945)",['Horror'],30346
1241,Bram Stoker's Dracula (1992),"['Horror', 'Romance']",6114
1242,Bride of Frankenstein (1935),['Horror'],229
1243,Burnt Offerings (1976),['Horror'],13549
1244,Candyman (1992),['Horror'],9529
1245,Cape Fear (1991),['Thriller'],1598
1246,Cape Fear (1962),"['Film-Noir', 'Thriller']",11349
1247,Carrie (1976),['Horror'],7340
1248,Cat People (1982),['Horror'],6217
1249,"Nightmare on Elm Street, A (1984)",['Horror'],377
1250,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",['Horror'],653
1251,Nosferatu a Venezia (1986),['Horror'],28198
1252,"Omen, The (1976)",['Horror'],794
1253,Blood & Wine (1997),['Drama'],31640
1254,Albino Alligator (1996),"['Crime', 'Thriller']",8744
1255,"Mirror Has Two Faces, The (1996)","['Comedy', 'Romance']",25189
1256,Breaking the Waves (1996),['Drama'],145
1257,Nightwatch (1997),"['Horror', 'Thriller']",2212
1258,Star Trek: First Contact (1996),"['Action', 'Adventure', 'Sci-Fi']",199
1259,Shine (1996),"['Drama', 'Romance']",7863
1260,Sling Blade (1996),"['Drama', 'Thriller']",12498
1261,Jingle All the Way (1996),"['Adventure', ""Children's"", 'Comedy']",9279
1262,Identification of a Woman (Identificazione di una donna) (1982),['Drama'],53234
1263,Paradise Lost: The Child Murders at Robin Hood Hills (1996),['Documentary'],17204
1264,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",['Drama'],
1265,"Preacher's Wife, The (1996)",['Drama'],21539
1266,Zero Kelvin (Kjærlighetens kjøtere) (1995),['Action'],85589
1267,Ridicule (1996),['Drama'],12709
1268,"Crucible, The (1996)",['Drama'],20539
1269,101 Dalmatians (1996),"[""Children's"", 'Comedy']",11674
1270,I Can't Sleep (J'ai pas sommeil) (1994),"['Drama', 'Thriller']",64900
1271,Die Hard 2 (1990),"['Action', 'Thriller']",1573
1272,Star Trek: The Motion Picture (1979),"['Action', 'Adventure', 'Sci-Fi']",152
1273,Star Trek VI: The Undiscovered Country (1991),"['Action', 'Adventure', 'Sci-Fi']",174
1274,Star Trek V: The Final Frontier (1989),"['Action', 'Adventure', 'Sci-Fi']",172
1275,Star Trek: The Wrath of Khan (1982),"['Action', 'Adventure', 'Sci-Fi']",154
1276,Star Trek III: The Search for Spock (1984),"['Action', 'Adventure', 'Sci-Fi']",157
1277,Star Trek IV: The Voyage Home (1986),"['Action', 'Adventure', 'Sci-Fi']",168
1278,Batman Returns (1992),"['Action', 'Adventure', 'Comedy', 'Crime']",364
1279,Young Guns (1988),"['Action', 'Comedy', 'Western']",11967
1280,Young Guns II (1990),"['Action', 'Comedy', 'Western']",9086
1281,Grease (1978),"['Comedy', 'Musical', 'Romance']",621
1282,Grease 2 (1982),"['Comedy', 'Musical', 'Romance']",9037
1283,Marked for Death (1990),"['Action', 'Drama']",10173
1284,Adrenalin: Fear the Rush (1996),"['Action', 'Sci-Fi']",55687
1285,"Substance of Fire, The (1996)",['Drama'],168535
1286,Under Siege (1992),['Action'],8845
1287,Terror in a Texas Town (1958),['Western'],46681
1288,Jaws (1975),"['Action', 'Horror']",578
1289,Jaws 2 (1978),"['Action', 'Horror']",579
1290,Jaws 3-D (1983),"['Action', 'Horror']",17692
1291,My Fellow Americans (1996),['Comedy'],17795
1292,Mars Attacks! (1996),"['Action', 'Comedy', 'Sci-Fi', 'War']",75
1293,Citizen Ruth (1996),"['Comedy', 'Drama']",13891
1294,Jerry Maguire (1996),"['Drama', 'Romance']",9390
1295,Raising Arizona (1987),['Comedy'],378
1296,Tin Men (1987),"['Comedy', 'Drama']",10896
1297,Sneakers (1992),"['Crime', 'Drama', 'Sci-Fi']",2322
1298,Bastard Out of Carolina (1996),['Drama'],41240
1299,In Love and War (1996),"['Romance', 'War']",26949
1300,Marvin's Room (1996),['Drama'],9819
1301,Ghosts of Mississippi (1996),['Drama'],31908
1302,Night Falls on Manhattan (1997),"['Crime', 'Drama']",46027
1303,Beavis and Butt-head Do America (1996),"['Animation', 'Comedy']",3179
1304,"Cérémonie, La (1995)",['Drama'],1802
1305,Scream (1996),"['Horror', 'Thriller']",4232
1306,"Last of the Mohicans, The (1992)","['Action', 'Romance', 'War']",9361
1307,Michael (1996),"['Comedy', 'Romance']",2928
1308,"Evening Star, The (1996)","['Comedy', 'Drama']",30285
1309,Hamlet (1996),['Drama'],10549
1310,Some Mother's Son (1996),['Drama'],58102
1311,"Whole Wide World, The (1996)",['Drama'],18451
